iteration,avg_score,selected_links
734,-113.122860102497,"[21407, 19334, 11654, 23846, 32412, 15476, 43626, 22062, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 12562, 25159, 13699, 11259, 17580, 27240, 27007, 10951, 10195, 44224, 26386, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 44559, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 18385, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 27914, 28550, 35497]"
735,-113.45188638098357,"[21407, 19334, 23846, 32412, 15476, 43626, 22062, 1130, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 44224, 26386, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 27349, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 21007, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 27161, 8833, 6939, 6791, 4705, 712, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 8453, 33186, 30865, 28921, 28664, 27914, 28550, 21300]"
736,-113.29350670592083,"[33701, 21407, 19334, 23846, 32412, 15476, 43626, 22062, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 15931, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 44224, 24009, 26386, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 504, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 38491, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 40777, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 43842, 27914, 28550]"
737,-113.131419692509,"[21407, 19334, 23846, 36403, 32412, 15476, 43626, 22062, 13550, 34882, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 44224, 26386, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 44414, 17876, 1772, 14801, 13988, 13507, 42300, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 3466, 4705, 43645, 8195, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 27914, 28550, 21300]"
738,-113.25119943299532,"[21407, 19334, 23846, 32412, 15476, 43626, 19154, 22062, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 44224, 26386, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 8256, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 9638, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 38640, 4705, 43645, 4319, 30641, 42273, 4041, 39960, 39879, 39336, 38860, 4481, 37932, 36439, 287, 33768, 33725, 334, 33186, 30865, 28921, 28664, 27914, 28550]"
739,-113.28009486424598,"[21407, 19334, 23846, 32412, 26845, 15476, 43626, 5861, 22062, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 44224, 26386, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 27419, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 2459, 33725, 334, 33186, 30865, 28921, 28664, 27914, 28550, 21300, 30203, 23435]"
740,-113.27957692727074,"[21407, 19334, 23846, 32412, 15476, 43626, 22062, 13550, 13504, 11042, 14613, 14342, 5878, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 44224, 26386, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 21903, 12169, 11456, 10312, 10212, 5511, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 27914, 13051, 28550, 21300, 30203, 23435]"
741,-113.25288954312506,"[21407, 19334, 23846, 32412, 15476, 43626, 22062, 13550, 13504, 11042, 14613, 14342, 1533, 11941, 15134, 19405, 25159, 17580, 21756, 27240, 27007, 10951, 10195, 44224, 26386, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 34339, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 43397, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 27914, 28550, 21300, 30203, 23435]"
742,-113.3060189728492,"[21407, 19334, 23846, 22356, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 44224, 26386, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 14043, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 44037, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 27914, 28550, 21300, 30203, 23435, 15627]"
743,-113.29211645403991,"[21407, 19334, 23846, 3679, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 18489, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 44224, 26386, 33461, 9889, 18532, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 25251, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 3958, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 27914, 28550, 21300, 30203]"
744,-113.24506596881474,"[21407, 19334, 23846, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 13470, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 44224, 26386, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 5288, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 9172, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 35719, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 27914, 25652, 28550, 21300, 30203]"
745,-113.24972740159195,"[634, 21407, 19334, 23846, 17068, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 6552, 10951, 10195, 44224, 26386, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 2854, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 27914, 13608, 28550, 21300, 30203]"
746,-113.3060189728492,"[21407, 19334, 23846, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 44224, 26386, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 16806, 2604, 23988, 21987, 21642, 3353, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 15312, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 27914, 28550, 21300, 30203, 23435, 15627]"
747,-113.24618362228766,"[21407, 19334, 23846, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 31113, 14342, 32448, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 44224, 26386, 33461, 39918, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 37479, 38578, 34199, 34177, 33263, 3156, 22791, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 14549, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 37406, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 27914, 28550]"
748,-113.18771126376622,"[21407, 19334, 23846, 7083, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 44224, 26386, 33461, 9889, 9610, 6978, 9900, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 5325, 11456, 10312, 10212, 20396, 8975, 25757, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 27914, 28550, 21300, 30203, 23435]"
749,-113.3016846581616,"[21407, 19334, 23846, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 44224, 26386, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 8914, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 27914, 28550, 21300, 30203, 23435, 15627, 1858, 17366]"
750,-113.2856558717697,"[21407, 19334, 23846, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 44224, 26386, 33461, 9889, 9610, 6978, 5459, 4555, 18205, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 38536, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 38357, 6791, 40301, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 21968, 33186, 30865, 28921, 28664, 27914, 28550, 21300, 30203]"
751,-113.29187111547267,"[21407, 19334, 23846, 33702, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 44224, 26386, 33461, 9889, 9610, 6978, 5459, 18153, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 20123, 21608, 20648, 19982, 19730, 19457, 18833, 5550, 17876, 1772, 19620, 14801, 13988, 33391, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 29495, 6791, 4705, 43645, 4319, 42273, 4041, 10734, 39960, 39879, 39336, 38860, 37932, 36439, 29188, 33768, 8824, 33725, 334, 33186, 30865, 28921]"
752,-113.3060189728492,"[21407, 19334, 23846, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 44224, 26386, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 17677, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 32546, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 27914, 28550, 21300, 30203, 23435, 15627, 1858]"
753,-113.49037727619672,"[21407, 19334, 23846, 32412, 14849, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 41328, 10195, 44224, 26386, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 36280, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 27914, 28550, 21300, 30203, 23435, 15627]"
754,-113.55053974484792,"[21407, 15742, 19334, 23846, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 14310, 44224, 26386, 33461, 4613, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 14545, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 28155, 21642, 21608, 20648, 19982, 19730, 14119, 19457, 18833, 17876, 1772, 14801, 13988, 27094, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 24058, 334, 33186, 30865, 28921, 28664, 27914]"
755,-113.27507905353832,"[21407, 19334, 23846, 32412, 15476, 43626, 22062, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 44224, 26386, 33461, 35306, 9889, 9610, 6978, 3353, 5459, 37753, 4555, 28152, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 1384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28550, 28664, 27914, 21300, 30203]"
756,-113.3060189728492,"[21407, 19334, 23846, 32412, 15476, 43626, 22062, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 44224, 26386, 33461, 9889, 9610, 6978, 5459, 6763, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 9198, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 34689, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28550, 28664, 27914, 21300, 30203, 23435, 1858]"
757,-113.22494820630249,"[21407, 19334, 23846, 32412, 15476, 43626, 22062, 13550, 13504, 15145, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 44224, 26386, 33461, 9889, 9610, 26513, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 37116, 27384, 27031, 26204, 2604, 23988, 40202, 21987, 21642, 13079, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 1263, 334, 33186, 30865, 28921, 28550, 28664, 27914, 21300]"
758,-113.2802039036092,"[21407, 19334, 23846, 32412, 15476, 38702, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 44224, 26386, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 11150, 3882, 38578, 34199, 34177, 35688, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 24368, 4319, 42273, 27652, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28550, 28664, 27914, 21300, 20081]"
759,-113.3060189728492,"[21407, 19334, 23846, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 35309, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 44224, 26386, 33461, 9889, 32902, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 24545, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28550, 28664, 13391, 27914, 21300, 30203, 23435]"
760,-113.3102987678552,"[21407, 42760, 19334, 23846, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 44224, 26386, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 11702, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28550, 28664, 27914, 21300, 30203, 23435, 1858, 15627]"
761,-113.22058663177408,"[21407, 19334, 23846, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 1912, 25159, 17580, 27240, 27007, 10951, 10195, 44224, 26386, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 21140, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 27767, 19730, 12035, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 20938, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28550, 27521, 28664, 27914, 21300]"
762,-113.22061389161487,"[21407, 19334, 23846, 32412, 15476, 22062, 43626, 42747, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 44224, 26386, 33461, 35033, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 9120, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 15331, 43645, 35843, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28550, 28664, 27914, 21300, 28418]"
763,-113.24588376403882,"[21407, 19334, 23846, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 31046, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 44224, 26386, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 22303, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 42176, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 1448, 33725, 334, 33186, 30865, 28921, 28550, 28664, 13894, 27914, 25687, 21300]"
764,-113.3060189728492,"[21407, 19334, 23846, 32412, 15476, 22062, 43626, 13550, 492, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 44224, 26386, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 21019, 36439, 43740, 33768, 33725, 334, 33186, 30865, 28921, 28550, 28664, 27914, 21300, 30203, 23435, 1858]"
765,-113.30010358739504,"[21407, 19334, 23846, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 44224, 26386, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 19472, 38578, 34199, 34177, 33263, 3156, 24429, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 9048, 2604, 1652, 23988, 21987, 21642, 21608, 20648, 9482, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 2554, 11456, 10312, 10212, 20396, 30224, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 7370, 4041, 39960, 9645, 39879, 39336, 38860, 37932, 15575, 36439, 33768, 33725, 334, 33186, 9272, 30865]"
766,-113.22366699378476,"[21407, 19334, 23846, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 44224, 26386, 33461, 11256, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 24095, 27031, 26204, 2604, 23988, 29430, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 9177, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 9968, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28550, 28664, 27914, 21300, 30203]"
